borough,vehicle_type_1,crash_severity,crash_count
QUEENS,Stand Up S,Non-Fatal,1
BRONX,PV HOLDING,Non-Fatal,1
BROOKLYN,Pick-Up,Non-Fatal,1
BROOKLYN,golf cart,Non-Fatal,1
QUEENS,electric m,Non-Fatal,1
BROOKLYN,ACCESS A R,Non-Fatal,1
QUEENS,ROAD SWEEP,Non-Fatal,1
BROOKLYN,commerial,Non-Fatal,1
MANHATTAN,USPS truck,Non-Fatal,1
BROOKLYN,Limousine,Non-Fatal,1
BROOKLYN,MINI PACKE,Non-Fatal,1
STATEN ISLAND,ECONOLINE,Non-Fatal,1
QUEENS,FOOD TRUCK,Non-Fatal,1
STATEN ISLAND,Convertible,Fatal,1
BROOKLYN,NYS insura,Non-Fatal,1
QUEENS,FDNY Ladde,Non-Fatal,1
MANHATTAN,Delivery t,Non-Fatal,1
STATEN ISLAND,FREIGHTLIN,Non-Fatal,1
BROOKLYN,TRUCK/VAN,Non-Fatal,1
BROOKLYN,0000,Non-Fatal,1
BRONX,Street Swe,Non-Fatal,1
BROOKLYN,forklift,Non-Fatal,1
QUEENS,POWER LADD,Non-Fatal,1
BRONX,firetruck,Non-Fatal,1
BRONX,GOVERMENT,Non-Fatal,1
QUEENS,Car carrie,Non-Fatal,1
STATEN ISLAND,APP,Non-Fatal,1
BROOKLYN,delivery t,Non-Fatal,1
BRONX,4DS,Non-Fatal,1
BROOKLYN,FLATBED,Non-Fatal,1
BROOKLYN,For,Non-Fatal,1
BROOKLYN,Electric m,Non-Fatal,1
BROOKLYN,DSNY TRUCK,Non-Fatal,1
MANHATTAN,CEMENT TRU,Non-Fatal,1
MANHATTAN,Scooter ga,Non-Fatal,1
MANHATTAN,E SCOOTER,Non-Fatal,1
QUEENS,Mack truck,Non-Fatal,1
QUEENS,Dumb Truck,Non-Fatal,1
QUEENS,Self Insur,Non-Fatal,1
STATEN ISLAND,Mail truck,Non-Fatal,1
BROOKLYN,Panel Van,Non-Fatal,1
MANHATTAN,EMS FDNY,Non-Fatal,1
BROOKLYN,PLOW,Non-Fatal,1
STATEN ISLAND,Excavator,Non-Fatal,1
BROOKLYN,VAN/TRUCK,Non-Fatal,1
BROOKLYN,Ford f150,Non-Fatal,1
BROOKLYN,Sprinter V,Non-Fatal,1
QUEENS,Carry All,Fatal,1
MANHATTAN,PEPSI DELI,Non-Fatal,1
QUEENS,Ice cream,Non-Fatal,1
BROOKLYN,UNICYCLE,Non-Fatal,1
STATEN ISLAND,School bus,Non-Fatal,1
MANHATTAN,Tow Truck / Wrecker,Fatal,1
QUEENS,Toolcat,Non-Fatal,1
BRONX,tow-truck,Non-Fatal,1
MANHATTAN,fdny firet,Non-Fatal,1
MANHATTAN,JOHN DEERE,Non-Fatal,1
MANHATTAN,BACK HOE,Non-Fatal,1
QUEENS,Sanitation,Non-Fatal,1
MANHATTAN,Forklift,Non-Fatal,1
QUEENS,Amazon del,Non-Fatal,1
BRONX,NYC FIRE T,Non-Fatal,1
QUEENS,Box truck,Non-Fatal,1
MANHATTAN,government,Non-Fatal,1
BRONX,4 DOOR,Non-Fatal,1
STATEN ISLAND,SW,Non-Fatal,1
BROOKLYN,TRuck,Non-Fatal,1
BROOKLYN,ambu,Non-Fatal,1
BROOKLYN,ukn,Non-Fatal,1
QUEENS,White,Non-Fatal,1
BRONX,Tram,Non-Fatal,1
BROOKLYN,Pas,Non-Fatal,1
MANHATTAN,HINO,Non-Fatal,1
BROOKLYN,p/sh,Non-Fatal,1
BROOKLYN,nyc d,Non-Fatal,1
STATEN ISLAND,4 RUN,Non-Fatal,1
QUEENS,mopad,Non-Fatal,1
QUEENS,backh,Non-Fatal,1
BROOKLYN,ICE C,Non-Fatal,1
BROOKLYN,APP,Non-Fatal,1
BROOKLYN,refg,Non-Fatal,1
BROOKLYN,KME/F,Non-Fatal,1
BROOKLYN,Carry All,Fatal,1
QUEENS,omt,Non-Fatal,1
QUEENS,EXCAV,Non-Fatal,1
BRONX,PEDICAB,Non-Fatal,1
STATEN ISLAND,TRACT,Non-Fatal,1
MANHATTAN,PC,Non-Fatal,1
QUEENS,TRLR,Non-Fatal,1
QUEENS,CHERR,Non-Fatal,1
QUEENS,FD tr,Non-Fatal,1
BROOKLYN,Cargo,Non-Fatal,1
BRONX,VAN T,Non-Fatal,1
QUEENS,USPS MAIL,Non-Fatal,1
BROOKLYN,Acces,Non-Fatal,1
QUEENS,mack,Non-Fatal,1
BROOKLYN,MOVIN,Non-Fatal,1
STATEN ISLAND,FORK-,Non-Fatal,1
BROOKLYN,I-haul,Non-Fatal,1
STATEN ISLAND,SCHOO,Non-Fatal,1
MANHATTAN,Picku,Non-Fatal,1
BRONX,FORK,Non-Fatal,1
BROOKLYN,OIL T,Non-Fatal,1
MANHATTAN,Flatb,Non-Fatal,1
QUEENS,tr,Non-Fatal,1
BRONX,TL TR,Non-Fatal,1
QUEENS,PC,Non-Fatal,1
BROOKLYN,dhl t,Non-Fatal,1
QUEENS,VAB,Non-Fatal,1
BRONX,usps,Non-Fatal,1
BROOKLYN,SUV,Non-Fatal,1
QUEENS,RMP,Non-Fatal,1
MANHATTAN,FDNY EMS V,Non-Fatal,1
BROOKLYN,mtr s,Non-Fatal,1
BROOKLYN,Comme,Non-Fatal,1
MANHATTAN,Crane,Non-Fatal,1
BROOKLYN,Flat Rack,Fatal,1
MANHATTAN,SEA,Non-Fatal,1
QUEENS,EMERGENCY,Non-Fatal,1
BROOKLYN,SE,Non-Fatal,1
BRONX,USPS #7530,Non-Fatal,1
MANHATTAN,US GO,Non-Fatal,1
MANHATTAN,PICKUP TRU,Non-Fatal,1
QUEENS,UTILITY TR,Non-Fatal,1
BROOKLYN,fdny ems,Non-Fatal,1
BRONX,gas scoote,Non-Fatal,1
QUEENS,ford van,Non-Fatal,1
QUEENS,Dent and S,Non-Fatal,1
MANHATTAN,UHAL,Non-Fatal,1
MANHATTAN,kick scoot,Non-Fatal,1
QUEENS,Delivery,Non-Fatal,1
MANHATTAN,Motorscooter,Fatal,1
QUEENS,Ice Cream,Non-Fatal,1
STATEN ISLAND,G AMB,Non-Fatal,1
MANHATTAN,NINEBOT,Non-Fatal,1
BROOKLYN,MOTOR HOME,Non-Fatal,1
QUEENS,UHAUL,Non-Fatal,1
QUEENS,FDNY Fire,Non-Fatal,1
BRONX,EC3,Non-Fatal,1
BRONX,CONSTRUCTI,Non-Fatal,1
BROOKLYN,EMS -BUS,Non-Fatal,1
MANHATTAN,MINIVAN,Non-Fatal,1
MANHATTAN,ХР06,Non-Fatal,1
BROOKLYN,AMBULANE,Non-Fatal,1
BROOKLYN,Mercedes,Non-Fatal,1
BRONX,Schoolbus,Non-Fatal,1
QUEENS,Utility ve,Non-Fatal,1
BRONX,USPS POSTA,Non-Fatal,1
BRONX,VAN WH,Non-Fatal,1
BROOKLYN,one wheel,Non-Fatal,1
QUEENS,Omnibus,Non-Fatal,1
MANHATTAN,POSTAL TRU,Non-Fatal,1
BRONX,mini bus,Non-Fatal,1
BROOKLYN,VAN BUS,Non-Fatal,1
QUEENS,FLAT  BED,Non-Fatal,1
BROOKLYN,COT,Non-Fatal,1
BROOKLYN,Detached t,Non-Fatal,1
QUEENS,Passenger,Non-Fatal,1
MANHATTAN,FORKLIFT,Non-Fatal,1
BROOKLYN,Bobcat,Non-Fatal,1
STATEN ISLAND,UTILITY TR,Non-Fatal,1
MANHATTAN,Tractor Truck Gasoline,Fatal,1
BRONX,Pick up Tr,Non-Fatal,1
BRONX,SUV,Non-Fatal,1
BROOKLYN,ACCESS RID,Non-Fatal,1
QUEENS,Quadricycl,Non-Fatal,1
MANHATTAN,H Carriage,Non-Fatal,1
BRONX,Traffic To,Non-Fatal,1
STATEN ISLAND,SW/SUV,Non-Fatal,1
QUEENS,PICK UP TR,Non-Fatal,1
BROOKLYN,DOLLAR VAN,Non-Fatal,1
BRONX,NYPD towtr,Non-Fatal,1
QUEENS,Old republ,Non-Fatal,1
MANHATTAN,Citi bike,Non-Fatal,1
MANHATTAN,R.M.P.,Non-Fatal,1
QUEENS,NYC PARKS,Non-Fatal,1
BRONX,Van,Fatal,1
STATEN ISLAND,Towing Tru,Non-Fatal,1
BROOKLYN,USPS Mail,Non-Fatal,1
QUEENS,Fork lift,Non-Fatal,1
QUEENS,Nova,Non-Fatal,1
BROOKLYN,MTA BUS CO,Non-Fatal,1
BROOKLYN,Bulldozer,Non-Fatal,1
BRONX,TRAILER/FL,Non-Fatal,1
BROOKLYN,E bike,Non-Fatal,1
BROOKLYN,Truck/bus,Non-Fatal,1
MANHATTAN,Tlc,Non-Fatal,1
BRONX,CAR/SUV,Non-Fatal,1
STATEN ISLAND,4dsd,Non-Fatal,1
BROOKLYN,GOV OWNED,Non-Fatal,1
BRONX,EMI- TRAIL,Non-Fatal,1
BROOKLYN,fork lift,Non-Fatal,1
STATEN ISLAND,Utility,Non-Fatal,1
BRONX,Elect,Non-Fatal,1
STATEN ISLAND,MAIL,Non-Fatal,1
BRONX,WHEEL,Non-Fatal,1
QUEENS,FRHT,Non-Fatal,1
MANHATTAN,DODGE,Non-Fatal,1
BROOKLYN,freig,Non-Fatal,1
QUEENS,BOX,Non-Fatal,1
BROOKLYN,USP M,Non-Fatal,1
MANHATTAN,SCOMM,Non-Fatal,1
BROOKLYN,BACK,Non-Fatal,1
BRONX,unknown,Non-Fatal,1
MANHATTAN,OMR,Non-Fatal,1
MANHATTAN,Renta,Non-Fatal,1
QUEENS,Budge,Non-Fatal,1
BROOKLYN,99999,Non-Fatal,1
QUEENS,BKHOE,Non-Fatal,1
BROOKLYN,Grain,Non-Fatal,1
MANHATTAN,ice c,Non-Fatal,1
QUEENS,DIRTB,Non-Fatal,1
QUEENS,CRANE,Non-Fatal,1
QUEENS,e-bik,Non-Fatal,1
QUEENS,9999,Non-Fatal,1
BRONX,EXCAV,Non-Fatal,1
STATEN ISLAND,SERVI,Non-Fatal,1
MANHATTAN,pedic,Non-Fatal,1
QUEENS,Sprin,Non-Fatal,1
BROOKLYN,MINI,Non-Fatal,1
MANHATTAN,INTER,Non-Fatal,1
BRONX,Farm Vehicle,Non-Fatal,1
BRONX,SUBUR,Non-Fatal,1
MANHATTAN,semi-,Non-Fatal,1
BROOKLYN,15 Pa,Non-Fatal,1
QUEENS,gokar,Non-Fatal,1
QUEENS,12 Pa,Non-Fatal,1
MANHATTAN,26 ft,Non-Fatal,1
MANHATTAN,stree,Non-Fatal,1
BRONX,picku,Non-Fatal,1
STATEN ISLAND,dirt,Non-Fatal,1
MANHATTAN,Scoot,Non-Fatal,1
BROOKLYN,ELEC.,Non-Fatal,1
STATEN ISLAND,Motorscooter,Non-Fatal,1
BRONX,subur,Non-Fatal,1
BRONX,util,Non-Fatal,1
QUEENS,USPOS,Non-Fatal,1
BRONX,miniv,Non-Fatal,1
BROOKLYN,marke,Non-Fatal,1
BROOKLYN,POSTA,Non-Fatal,1
STATEN ISLAND,NO/BU,Non-Fatal,1
QUEENS,US,Non-Fatal,1
BRONX,RENTA,Non-Fatal,1
MANHATTAN,UTLIT,Non-Fatal,1
MANHATTAN,nypd,Non-Fatal,1
BROOKLYN,NYCHA,Non-Fatal,1
QUEENS,red t,Non-Fatal,1
QUEENS,BULLD,Non-Fatal,1
BROOKLYN,DUMPS,Non-Fatal,1
BROOKLYN,CASE,Non-Fatal,1
MANHATTAN,4dsd,Non-Fatal,1
BRONX,BACK,Non-Fatal,1
BRONX,BOOM,Non-Fatal,1
MANHATTAN,COURI,Non-Fatal,1
BRONX,YALE,Non-Fatal,1
QUEENS,GRUMM,Non-Fatal,1
STATEN ISLAND,UTILI,Non-Fatal,1
BRONX,FR`,Non-Fatal,1
QUEENS,scoo,Non-Fatal,1
QUEENS,4whee,Non-Fatal,1
QUEENS,MACK,Non-Fatal,1
BROOKLYN,Snow,Non-Fatal,1
BROOKLYN,miniv,Non-Fatal,1
QUEENS,FORKL,Fatal,1
BROOKLYN,MTA U,Non-Fatal,1
MANHATTAN,FLEET,Non-Fatal,1
BROOKLYN,TR-Trailer,Non-Fatal,1
BRONX,ELECTRIC B,Non-Fatal,1
MANHATTAN,VAV,Non-Fatal,1
BROOKLYN,Gas scoote,Non-Fatal,1
MANHATTAN,USPCS,Non-Fatal,1
QUEENS,12 PASSENG,Non-Fatal,1
QUEENS,999,Non-Fatal,1
BRONX,FDNY VEHIC,Non-Fatal,1
QUEENS,charter bu,Non-Fatal,1
BROOKLYN,FDNY INSUR,Non-Fatal,1
MANHATTAN,Garbage,Non-Fatal,1
BRONX,Mopd,Non-Fatal,1
BRONX,Kubota bac,Non-Fatal,1
MANHATTAN,COMMERICIA,Non-Fatal,1
BRONX,SCHOOL  BU,Non-Fatal,1
BROOKLYN,Pick wh,Non-Fatal,1
BRONX,GEICO,Non-Fatal,1
QUEENS,UHaul,Non-Fatal,1
MANHATTAN,In Line Sk,Non-Fatal,1
BRONX,POLICE VEH,Non-Fatal,1
MANHATTAN,MINI VAHN,Non-Fatal,1
MANHATTAN,PEDICAB,Fatal,1
BROOKLYN,Excavator,Non-Fatal,1
MANHATTAN,PSVAN,Non-Fatal,1
MANHATTAN,FDNY LADER,Non-Fatal,1
QUEENS,METRO TRAN,Non-Fatal,1
BRONX,Dept Tow t,Non-Fatal,1
MANHATTAN,City Owned,Non-Fatal,1
BROOKLYN,NYC AMBULA,Non-Fatal,1
QUEENS,Mta bus,Non-Fatal,1
STATEN ISLAND,FIRETRUCK,Non-Fatal,1
BROOKLYN,ELEC. UNIC,Non-Fatal,1
QUEENS,SELF-INSUR,Non-Fatal,1
BRONX,Can,Non-Fatal,1
MANHATTAN,Suburban,Non-Fatal,1
QUEENS,GOLFCART,Non-Fatal,1
BRONX,FREIGHT TR,Non-Fatal,1
BROOKLYN,DELIVERY,Non-Fatal,1
BRONX,NYFD ambul,Non-Fatal,1
BROOKLYN,12 passage,Non-Fatal,1
BRONX,EMS TRUCK,Non-Fatal,1
QUEENS,NYPD Traff,Non-Fatal,1
BRONX,GLBEN,Non-Fatal,1
QUEENS,Pickup tru,Non-Fatal,1
QUEENS,EMS Bus,Non-Fatal,1
QUEENS,FREIGHT VA,Non-Fatal,1
STATEN ISLAND,Scooter,Non-Fatal,1
MANHATTAN,F550 ESU R,Non-Fatal,1
QUEENS,unknown,Non-Fatal,1
BRONX,Courier,Non-Fatal,1
BRONX,Motorscoot,Non-Fatal,1
STATEN ISLAND,PASSANGER,Non-Fatal,1
MANHATTAN,X Amb,Non-Fatal,1
BROOKLYN,Grumman LL,Non-Fatal,1
MANHATTAN,Delivery T,Non-Fatal,1
QUEENS,TTAILER,Non-Fatal,1
QUEENS,Chassis Cab,Fatal,1
QUEENS,US Mail Tr,Non-Fatal,1
QUEENS,PERM,Non-Fatal,1
MANHATTAN,FD Ambulan,Non-Fatal,1
MANHATTAN,MTA,Non-Fatal,1
STATEN ISLAND,UTIL,Non-Fatal,1
QUEENS,Commer Veh,Non-Fatal,1
BROOKLYN,Ambulances,Non-Fatal,1
QUEENS,Waste truc,Non-Fatal,1
BROOKLYN,ems bus,Non-Fatal,1
BROOKLYN,TOY MINI V,Non-Fatal,1
STATEN ISLAND,electronic,Non-Fatal,1
STATEN ISLAND,FDNY AMBUL,Non-Fatal,1
MANHATTAN,Gmc pick u,Non-Fatal,1
QUEENS,Food Trail,Non-Fatal,1
BRONX,postal bus,Non-Fatal,1
QUEENS,Tow,Non-Fatal,1
MANHATTAN,Mercedes,Non-Fatal,1
MANHATTAN,standing s,Non-Fatal,1
BROOKLYN,access-a-r,Non-Fatal,1
MANHATTAN,Work Van,Non-Fatal,1
BRONX,Tractor,Non-Fatal,1
BROOKLYN,fdny ambul,Non-Fatal,1
BRONX,Fork lift,Non-Fatal,1
QUEENS,CEMENT TRU,Non-Fatal,1
BROOKLYN,DSNY,Non-Fatal,1
BRONX,Ram Promas,Non-Fatal,1
BROOKLYN,CAT FORKLI,Non-Fatal,1
BRONX,SNOW PLOW,Non-Fatal,1
QUEENS,food truck,Non-Fatal,1
BRONX,Pedicab,Non-Fatal,1
MANHATTAN,FD AMBULAN,Non-Fatal,1
MANHATTAN,Tractor tr,Non-Fatal,1
MANHATTAN,Cement tru,Non-Fatal,1
MANHATTAN,ELECTRIC S,Non-Fatal,1
BRONX,COM DELIVE,Non-Fatal,1
BRONX,Fire Truvk,Non-Fatal,1
BROOKLYN,School Van,Non-Fatal,1
BROOKLYN,FDNY UTILI,Non-Fatal,1
BRONX,Ems truck,Non-Fatal,1
BROOKLYN,garbage tr,Non-Fatal,1
QUEENS,Pick up Tr,Non-Fatal,1
BROOKLYN,FORD VAN,Non-Fatal,1
BRONX,TRANSIT VA,Non-Fatal,1
STATEN ISLAND,Flatbed Tr,Non-Fatal,1
BRONX,MOOPER,Non-Fatal,1
BROOKLYN,MTA transi,Non-Fatal,1
QUEENS,Road sweep,Non-Fatal,1
BROOKLYN,firetruck,Non-Fatal,1
BROOKLYN,Self Insur,Non-Fatal,1
QUEENS,NYPD Truck,Non-Fatal,1
MANHATTAN,FUSION,Non-Fatal,1
BRONX,SEDAN,Non-Fatal,1
MANHATTAN,TOUR,Non-Fatal,1
QUEENS,Mobility S,Non-Fatal,1
QUEENS,tow truck,Non-Fatal,1
BROOKLYN,PA,Non-Fatal,1
BROOKLYN,CHEVROLET,Non-Fatal,1
BRONX,TRUCTOR TR,Non-Fatal,1
BROOKLYN,R/V,Non-Fatal,1
BROOKLYN,suv,Non-Fatal,1
BROOKLYN,LIVER,Non-Fatal,1
BROOKLYN,BOAT,Non-Fatal,1
BRONX,BOX H,Non-Fatal,1
QUEENS,tk,Non-Fatal,1
MANHATTAN,amb,Non-Fatal,1
BROOKLYN,BOOM,Non-Fatal,1
BROOKLYN,small,Non-Fatal,1
QUEENS,CARGO,Non-Fatal,1
BROOKLYN,CHEV,Non-Fatal,1
BRONX,bus,Non-Fatal,1
QUEENS,TRALI,Non-Fatal,1
MANHATTAN,U-HAL,Non-Fatal,1
QUEENS,work,Non-Fatal,1
BRONX,RINGO,Non-Fatal,1
BROOKLYN,Van T,Non-Fatal,1
QUEENS,1,Non-Fatal,1
STATEN ISLAND,CEMEN,Non-Fatal,1
MANHATTAN,carri,Non-Fatal,1
BROOKLYN,SUBUR,Non-Fatal,1
BROOKLYN,Livery Bus,Non-Fatal,1
BRONX,E.M.S,Non-Fatal,1
BROOKLYN,11111,Non-Fatal,1
MANHATTAN,PRIVA,Non-Fatal,1
MANHATTAN,gator,Non-Fatal,1
MANHATTAN,del,Non-Fatal,1
QUEENS,flatb,Non-Fatal,1
BROOKLYN,Pavin,Non-Fatal,1
BROOKLYN,e amb,Non-Fatal,1
BRONX,HEAVY,Non-Fatal,1
STATEN ISLAND,posta,Non-Fatal,1
BROOKLYN,Elect,Non-Fatal,1
QUEENS,motor,Non-Fatal,1
MANHATTAN,Semi,Non-Fatal,1
BRONX,ACCES,Non-Fatal,1
BROOKLYN,?omme,Non-Fatal,1
MANHATTAN,Budge,Non-Fatal,1
BROOKLYN,TLC P,Non-Fatal,1
BRONX,WINNE,Non-Fatal,1
BRONX,N/A,Non-Fatal,1
MANHATTAN,WORK,Non-Fatal,1
QUEENS,cemen,Non-Fatal,1
BRONX,com,Non-Fatal,1
QUEENS,ladde,Non-Fatal,1
QUEENS,pas,Non-Fatal,1
QUEENS,BOBCA,Non-Fatal,1
MANHATTAN,PICK-,Non-Fatal,1
MANHATTAN,other,Non-Fatal,1
BROOKLYN,Self,Non-Fatal,1
BRONX,EBIKE,Non-Fatal,1
BRONX,NEW Y,Non-Fatal,1
QUEENS,INTER,Non-Fatal,1
QUEENS,food,Non-Fatal,1
STATEN ISLAND,MINI,Non-Fatal,1
MANHATTAN,BK,Non-Fatal,1
BROOKLYN,oml,Non-Fatal,1
MANHATTAN,FLAT/,Non-Fatal,1
BROOKLYN,subur,Non-Fatal,1
BROOKLYN,SC,Non-Fatal,1
QUEENS,OZ MO,Non-Fatal,1
QUEENS,LIGHT,Non-Fatal,1
QUEENS,Garbage or Refuse,Fatal,1
MANHATTAN,fedx,Non-Fatal,1
QUEENS,LADDER TRU,Non-Fatal,1
MANHATTAN,Sprin,Non-Fatal,1
BROOKLYN,Rescu,Non-Fatal,1
BROOKLYN,POSTO,Non-Fatal,1
BRONX,none,Non-Fatal,1
MANHATTAN,couri,Non-Fatal,1
BROOKLYN,range,Non-Fatal,1
BRONX,YELLO,Non-Fatal,1
MANHATTAN,white,Non-Fatal,1
BRONX,Tow,Non-Fatal,1
QUEENS,other,Non-Fatal,1
MANHATTAN,uhaul,Non-Fatal,1
QUEENS,STAK,Non-Fatal,1
QUEENS,DOT T,Non-Fatal,1
BROOKLYN,CMS-T,Non-Fatal,1
QUEENS,CMIX,Non-Fatal,1
QUEENS,mta b,Non-Fatal,1
MANHATTAN,BOX,Non-Fatal,1
BRONX,Unmarked V,Non-Fatal,1
BRONX,MTA BUS,Non-Fatal,1
BROOKLYN,USPS #6530,Non-Fatal,1
BRONX,NYPD,Non-Fatal,1
QUEENS,commerical,Non-Fatal,1
BRONX,TRUCK VAN,Non-Fatal,1
MANHATTAN,AMBULACE,Non-Fatal,1
BROOKLYN,PC,Non-Fatal,1
BRONX,FORK LIFT,Non-Fatal,1
MANHATTAN,commerical,Non-Fatal,1
BROOKLYN,White ambu,Non-Fatal,1
BROOKLYN,mini van,Non-Fatal,1
MANHATTAN,MOTOR UNIC,Non-Fatal,1
MANHATTAN,GAS MOPED,Non-Fatal,1
MANHATTAN,Fdny engin,Non-Fatal,1
BROOKLYN,BOX CAR,Non-Fatal,1
QUEENS,TRAILEE,Non-Fatal,1
MANHATTAN,FDNY Ladde,Non-Fatal,1
BRONX,MTA,Non-Fatal,1
BRONX,ebike,Non-Fatal,1
BRONX,SANMEN COU,Non-Fatal,1
BROOKLYN,POSTAL VEH,Non-Fatal,1
BRONX,Mopped,Non-Fatal,1
QUEENS,util,Non-Fatal,1
QUEENS,Minibike,Non-Fatal,1
QUEENS,Passanger,Non-Fatal,1
BROOKLYN,GOVERNMENT,Non-Fatal,1
QUEENS,PICKUP,Non-Fatal,1
BROOKLYN,FDNY Firet,Non-Fatal,1
BROOKLYN,994,Non-Fatal,1
MANHATTAN,Skid steer,Non-Fatal,1
QUEENS,MOPPED,Non-Fatal,1
MANHATTAN,VAN (TRANS,Non-Fatal,1
BROOKLYN,DEPARTMENT,Non-Fatal,1
